brand,year,fuel,transmission,km_driven,owner,mileage,engine,age,price
Tata,2017,LPG,Automatic,114547,Second,13.7,1328,9,81683.44
Mercedes,2020,Petrol,Manual,59033,First,24.8,1121,6,1617953.02
Honda,2023,Electric,Automatic,35827,First,20.6,1063,3,652904.59
Hyundai,2012,Petrol,Automatic,158651,Third,21.0,949,14,35397.77
Toyota,2023,Petrol,Manual,24229,First,12.7,1992,3,515476.34
Renault,2007,Diesel,Manual,210096,First,16.7,1632,19,35000.0
Hyundai,2015,Diesel,Automatic,134171,First,20.3,1331,11,97076.24
Hyundai,2015,Diesel,Manual,140798,Third,14.4,806,11,48850.91
Maruti,2019,Petrol,Manual,84846,Second,12.2,980,7,102456.14
Kia,2011,Diesel,Manual,197297,First,13.0,1585,15,48609.46
MG,2026,Petrol,Manual,12498,Second,17.4,1419,0,787407.82
Honda,2010,Diesel,Manual,200192,First,27.6,1670,16,52456.05
Toyota,2018,Petrol,Automatic,75350,Third,21.8,1492,8,187251.94
Honda,2026,Petrol,Manual,7028,Second,14.4,1281,0,493270.01
Hyundai,2019,Electric,Automatic,96943,Second,21.7,985,7,214935.29
Mahindra,2007,Petrol,Automatic,243111,Second,23.1,1252,19,35000.0
Volkswagen,2025,Diesel,Manual,28474,First,13.7,1166,1,637789.0
BMW,2011,Petrol,Manual,168896,First,21.0,1675,15,262271.87
Renault,2007,Diesel,Automatic,233836,First,18.5,1306,19,35000.0
Mahindra,2010,Diesel,Automatic,203348,Second,20.8,1815,16,44575.51
Maruti,2017,Petrol,Manual,124144,Second,15.3,1495,9,73679.07
Hyundai,2026,Petrol,Manual,25912,First,16.6,1179,0,579452.18
Skoda,2020,Diesel,Manual,89852,First,12.4,1231,6,251150.14
Kia,2009,Petrol,Manual,204082,Second,13.0,883,17,35000.0
Toyota,2023,CNG,Manual,38194,First,13.0,1347,3,401931.49
Jeep,2005,Petrol,Automatic,243475,Second,16.0,1754,21,40087.36
Mahindra,2016,Petrol,Manual,126172,First,16.0,1476,10,118845.92
Maruti,2005,Diesel,Manual,251489,First,16.2,2011,21,35000.0
Volkswagen,2007,Petrol,Manual,230436,First,15.5,1354,19,35000.0
Tata,2018,Diesel,Manual,103810,Second,24.1,1990,8,120339.62
Volkswagen,2020,Petrol,Manual,63203,First,18.4,1626,6,283703.22
Tata,2005,Petrol,Manual,254745,First,23.0,882,21,35000.0
Mahindra,2005,Electric,Manual,250255,First,19.8,1863,21,35000.0
Tata,2018,Petrol,Automatic,94335,First,12.4,1460,8,149381.75
BMW,2017,Diesel,Automatic,114710,First,19.6,1293,9,839185.05
Maruti,2026,LPG,Manual,17547,Second,15.9,1463,0,344254.48
Maruti,2011,Diesel,Manual,184304,First,19.3,1316,15,36336.24
Toyota,2018,Diesel,Automatic,104509,First,18.1,879,8,219393.53
Mercedes,2020,Petrol,Manual,65083,First,17.7,806,6,1383669.46
Maruti,2014,Diesel,Automatic,153062,First,22.8,864,12,57563.55
Hyundai,2024,Diesel,Automatic,9333,First,20.1,1679,2,558019.07
Nissan,2020,CNG,Automatic,61430,Second,12.7,1444,6,175856.9
Maruti,2005,Petrol,Automatic,255910,First,9.6,1762,21,35000.0
Maruti,2010,Diesel,Manual,185747,Test Drive,18.5,953,16,35000.0
Toyota,2021,Petrol,Manual,53182,First,15.7,1535,5,366735.42
MG,2007,Petrol,Automatic,225726,Second,13.6,600,19,35000.0
Maruti,2023,CNG,Manual,39320,Second,17.9,1278,3,198186.25
Tata,2020,Petrol,Manual,78335,Fourth,17.3,1185,6,103389.59
Hyundai,2017,Diesel,Manual,119133,First,20.1,1619,9,120594.11
Renault,2009,Petrol,Automatic,194484,First,14.6,1508,17,35000.0
Tata,2016,Petrol,Manual,115277,First,21.5,1734,10,94922.74
Nissan,2026,Petrol,Manual,11565,First,11.5,1153,0,450948.63
Audi,2012,CNG,Manual,169775,Third,14.1,1063,14,155536.68
Toyota,2022,Diesel,Manual,56431,Third,22.3,940,4,300447.46
Kia,2015,Petrol,Manual,132002,Second,14.2,1477,11,83667.38
MG,2020,LPG,Manual,73877,First,16.6,1666,6,290794.89
Tata,2024,Petrol,Automatic,24913,First,20.5,1717,2,420316.33
Mahindra,2015,Diesel,Manual,114072,Fourth,18.4,1503,11,76707.12
Renault,2021,Petrol,Manual,60618,Third,14.7,644,5,134291.7
Honda,2016,CNG,Manual,128177,Third,25.0,1584,10,79112.59
Mahindra,2006,Petrol,Manual,231815,First,8.6,1584,20,35000.0
Tata,2008,Diesel,Manual,205423,First,17.3,1401,18,35000.0
Mahindra,2015,Electric,Automatic,135706,First,17.6,1454,11,142679.81
MG,2007,Petrol,Manual,220123,Second,15.7,1430,19,35588.93
Maruti,2012,Diesel,Manual,164282,First,29.0,1562,14,43198.32
Honda,2010,Petrol,Manual,189999,First,13.1,714,16,35000.0
Maruti,2018,Diesel,Manual,93637,First,21.4,1311,8,146641.57
Ford,2025,LPG,Manual,500,Second,19.4,1979,1,333059.09
Renault,2014,Petrol,Automatic,145681,First,23.5,1708,12,69283.52
Mahindra,2026,Diesel,Automatic,22495,Second,16.8,600,0,648145.91
Volkswagen,2008,Petrol,Manual,229301,First,20.8,1384,18,38739.01
Hyundai,2022,CNG,Automatic,55522,First,16.3,1320,4,258467.59
Maruti,2006,Petrol,Manual,231180,Second,19.8,1299,20,35000.0
Kia,2009,Petrol,Automatic,204024,First,18.7,709,17,37133.86
Kia,2022,Diesel,Manual,44433,Fourth,14.5,934,4,209847.07
BMW,2015,Petrol,Manual,132041,First,17.7,1388,11,457384.93
Ford,2021,Petrol,Manual,66765,Second,12.5,1259,5,193954.37
Hyundai,2022,Petrol,Automatic,48554,First,12.3,1577,4,310330.19
Hyundai,2013,Petrol,Manual,160627,First,12.5,778,13,41654.99
Maruti,2022,Diesel,Manual,44461,First,21.7,1448,4,253102.74
Maruti,2009,LPG,Manual,205750,First,23.1,1304,17,35000.0
MG,2024,CNG,Manual,38359,Second,13.2,1060,2,421853.4
Mercedes,2006,Petrol,Manual,239077,Second,16.6,1459,20,125637.83
Tata,2005,Petrol,Automatic,244941,Second,19.2,1023,21,35000.0
Mahindra,2005,Petrol,Manual,251983,First,24.2,1234,21,35000.0
Toyota,2017,Diesel,Automatic,107588,First,21.5,1065,9,254867.23
Mahindra,2014,Petrol,Manual,145934,First,15.7,1955,12,80239.73
Tata,2016,Petrol,Automatic,125376,First,15.3,1020,10,85123.9
Kia,2005,Petrol,Automatic,246701,First,18.3,1251,21,35000.0
Audi,2013,Petrol,Manual,172418,First,22.5,1422,13,336114.59
Hyundai,2012,Petrol,Manual,172929,First,15.9,1492,14,44507.28
Hyundai,2010,Diesel,Automatic,171825,First,14.7,664,16,35000.0
Volkswagen,2026,Petrol,Automatic,7476,Second,18.3,2068,0,843999.54
Maruti,2006,Petrol,Manual,253447,Second,11.8,1619,20,35000.0
Mercedes,2024,Diesel,Automatic,17420,Third,17.2,1122,2,2562535.13
Audi,2025,Petrol,Manual,9086,First,18.2,1042,1,3006313.09
Mahindra,2021,Petrol,Automatic,54926,First,18.4,1341,5,359915.01
Hyundai,2018,Diesel,Manual,98358,Second,15.4,1409,8,142218.07
Chevrolet,2011,Petrol,Manual,171674,Second,17.8,1846,15,35000.0
Volkswagen,2014,CNG,Manual,145920,Second,18.0,952,12,64350.59
Maruti,2020,Petrol,Manual,71699,First,14.1,1832,6,165251.84
Honda,2026,Diesel,Manual,6743,First,15.4,905,0,590749.36
Honda,2022,Petrol,Automatic,45409,Second,13.1,1419,4,355372.15
Volkswagen,2014,Diesel,Automatic,142798,First,8.4,1047,12,93523.2
Tata,2015,CNG,Manual,144005,First,15.3,769,11,47146.44
Nissan,2016,Diesel,Manual,110157,Third,21.2,1166,10,69291.94
Mahindra,2005,CNG,Manual,253277,First,17.3,1100,21,35000.0
Tata,2006,Electric,Manual,245976,First,16.1,1063,20,35000.0
Mahindra,2008,Petrol,Manual,198585,Fourth,17.0,1655,18,35000.0
Lexus,2015,Diesel,Manual,142343,Second,25.4,626,11,419668.86
Renault,2012,Petrol,Automatic,177184,First,12.7,747,14,35000.0
Maruti,2015,Diesel,Manual,138672,Second,29.0,1217,11,57644.74
Nissan,2010,Petrol,Automatic,181773,First,23.0,958,16,37509.4
Volkswagen,2020,Petrol,Manual,66817,Third,14.8,1478,6,169160.86
Honda,2008,Diesel,Manual,214575,Fourth,13.5,1431,18,35000.0
Volkswagen,2005,Diesel,Manual,238788,Second,20.2,1293,21,35000.0
Tata,2017,Petrol,Manual,98884,First,21.5,1256,9,119597.28
Chevrolet,2026,Diesel,Manual,8902,Test Drive,15.3,899,0,478950.15
Maruti,2009,Petrol,Automatic,197602,First,15.8,1637,17,35000.0
Kia,2010,CNG,Automatic,189953,Second,21.7,1624,16,41558.08
Hyundai,2026,Diesel,Manual,35252,First,26.5,1577,0,592922.87
Toyota,2009,Petrol,Manual,200345,First,18.4,813,17,35072.53
Maruti,2019,Petrol,Manual,71864,Fourth,19.8,994,7,78446.14
Maruti,2014,Petrol,Automatic,142484,Third,20.7,876,12,40916.01
Toyota,2013,Petrol,Manual,155209,First,14.8,1564,13,78018.71
Mahindra,2015,Petrol,Manual,126035,First,17.8,1140,11,99637.75
Honda,2023,Petrol,Manual,43522,Test Drive,18.8,1861,3,458850.2
Tata,2011,Petrol,Automatic,169347,First,18.6,1008,15,35303.09
Tata,2005,Petrol,Manual,277234,First,22.5,1626,21,35000.0
Hyundai,2024,Petrol,Manual,34792,Second,20.5,1608,2,319341.17
Tata,2005,Diesel,Manual,264327,First,19.8,1363,21,35000.0
Kia,2010,Diesel,Manual,193900,Second,20.8,1491,16,45158.36
Tata,2026,Diesel,Manual,16719,First,20.7,1807,0,588880.2
Maruti,2019,Petrol,Automatic,87164,First,17.9,1221,7,135019.92
Audi,2013,Petrol,Manual,156743,First,16.6,1226,13,345758.91
Tata,2019,Diesel,Manual,77467,Third,22.3,1803,7,129444.27
Mahindra,2008,Petrol,Automatic,222075,First,22.4,1728,18,38519.37
Honda,2005,Petrol,Manual,243327,Second,19.3,728,21,35000.0
Mahindra,2016,Petrol,Manual,114567,First,20.6,828,10,126381.47
Tata,2012,Diesel,Manual,161907,First,18.6,1244,14,39647.89
Maruti,2006,Diesel,Manual,239854,First,14.5,1073,20,35000.0
Hyundai,2023,CNG,Automatic,24324,Third,13.2,1534,3,254351.97
Honda,2010,Petrol,Manual,193952,Second,18.2,952,16,35000.0
Maruti,2005,Diesel,Manual,254078,First,16.7,1048,21,35000.0
Tata,2012,CNG,Manual,162477,Third,13.0,948,14,35000.0
Ford,2021,Petrol,Manual,56450,Fourth,13.4,1388,5,149778.78
Maruti,2024,Petrol,Automatic,31818,First,12.5,1553,2,303205.3
Maruti,2018,CNG,Manual,115162,First,13.9,937,8,80234.68
Tata,2005,Petrol,Manual,264907,First,16.0,1417,21,35000.0
Volkswagen,2019,Petrol,Manual,88763,Third,17.8,1026,7,133174.54
Maruti,2006,Diesel,Manual,229429,First,22.1,1733,20,35000.0
Toyota,2013,Diesel,Automatic,156392,First,20.5,2048,13,108348.65
Maruti,2005,Diesel,Manual,261151,First,22.2,2058,21,35000.0
Hyundai,2005,Petrol,Manual,239000,First,19.8,1998,21,35000.0
Volvo,2009,Diesel,Automatic,194892,First,21.8,1813,17,213391.55
Skoda,2023,Petrol,Manual,38517,Second,16.3,1285,3,417207.64
Toyota,2014,Diesel,Automatic,135856,First,12.3,1485,12,108638.51
Volvo,2021,Petrol,Manual,61063,First,12.1,1499,5,1149671.45
Mahindra,2013,Petrol,Automatic,155853,Third,15.0,1059,13,48352.84
Ford,2006,Petrol,Automatic,245279,Third,23.8,1067,20,35000.0
Kia,2017,Diesel,Manual,119428,First,17.9,1449,9,163719.65
Volkswagen,2006,Electric,Manual,253313,First,16.8,1140,20,35000.0
Hyundai,2022,Petrol,Automatic,48272,Second,21.8,914,4,268720.07
Skoda,2018,CNG,Automatic,107208,Second,24.2,1063,8,168410.24
Toyota,2007,Petrol,Automatic,222285,First,14.2,1609,19,39099.35
Audi,2009,Petrol,Automatic,213951,Second,16.0,917,17,194814.21
Volkswagen,2026,Diesel,Manual,21950,Second,11.3,700,0,522191.83
Maruti,2007,Petrol,Manual,226981,Third,15.4,977,19,35000.0
Maruti,2008,Diesel,Automatic,217925,First,17.1,1356,18,35000.0
Honda,2009,Petrol,Manual,201929,Second,17.9,1596,17,35000.0
Nissan,2025,Petrol,Automatic,12937,First,17.5,1788,1,575363.26
Mahindra,2019,CNG,Automatic,86524,First,20.6,1756,7,232596.69
Hyundai,2016,Petrol,Automatic,127863,First,16.2,1321,10,114259.7
Volvo,2014,Petrol,Manual,134352,First,16.5,1308,12,338359.6
Mahindra,2009,Petrol,Manual,204258,First,14.7,758,17,35000.0
Ford,2021,Petrol,Manual,59564,First,18.1,1213,5,226604.77
Kia,2017,Petrol,Manual,114558,Second,23.4,1279,9,113803.88
Maruti,2025,LPG,Manual,9346,First,19.6,1309,1,327343.81
Renault,2019,Petrol,Manual,89335,Second,13.4,1427,7,111846.61
MG,2006,Petrol,Manual,231030,Second,24.2,1981,20,35000.0
Mahindra,2024,Petrol,Automatic,17693,Third,19.2,1093,2,411035.04
Maruti,2015,Petrol,Manual,126538,Test Drive,21.2,1545,11,68085.72
Toyota,2019,Petrol,Manual,78490,First,17.5,1652,7,266617.2
Mahindra,2011,Electric,Manual,175887,Second,22.0,1572,15,50652.6
Hyundai,2007,Petrol,Manual,230986,Second,14.3,1361,19,35000.0
Volkswagen,2008,Petrol,Manual,223248,First,15.2,600,18,35000.0
Honda,2010,Diesel,Manual,197268,Second,18.5,1423,16,36285.99
Ford,2011,Petrol,Manual,184567,First,19.3,1429,15,35039.58
Honda,2005,Petrol,Manual,248334,First,19.3,1728,21,35000.0
Mercedes,2019,Petrol,Automatic,99222,First,18.1,938,7,1437146.38
Maruti,2010,Petrol,Manual,210061,First,22.8,1918,16,35000.0
Mahindra,2011,Diesel,Manual,188414,Second,13.9,1009,15,39755.58
Chevrolet,2007,Electric,Manual,222547,First,20.0,1789,19,35000.0
Maruti,2012,Petrol,Automatic,182618,Fourth,15.1,1391,14,35000.0
MG,2023,Diesel,Manual,48207,Second,26.8,1738,3,586063.33
Jeep,2022,Petrol,Manual,38872,First,21.4,1846,4,665932.73
Tata,2025,Petrol,Manual,9256,First,19.6,1611,1,521014.77
Tata,2026,Diesel,Manual,12341,Second,14.3,1495,0,460198.27
Kia,2017,Petrol,Automatic,119052,First,17.2,959,9,139477.81
Renault,2017,Petrol,Manual,96990,First,16.5,1783,9,114513.85
Hyundai,2022,Petrol,Automatic,50444,First,18.1,1239,4,314225.4
Toyota,2012,Diesel,Manual,181631,First,14.2,1292,14,62568.78
Mahindra,2007,CNG,Automatic,228993,First,19.7,1536,19,35000.0
Chevrolet,2013,Petrol,Automatic,153592,First,21.0,1753,13,48130.13
Ford,2013,Petrol,Automatic,156480,Second,16.4,600,13,45435.41
Chevrolet,2025,Petrol,Manual,500,First,10.7,1581,1,382581.31
Chevrolet,2026,Petrol,Manual,5718,Fourth,18.9,1196,0,244742.68
Ford,2011,CNG,Manual,177540,Second,22.6,792,15,35000.0
Tata,2025,Petrol,Automatic,3375,Test Drive,18.4,1477,1,514654.14
Maruti,2007,Petrol,Manual,229661,First,20.5,1786,19,35000.0
Tata,2019,Petrol,Manual,80041,First,20.1,973,7,149217.3
Mahindra,2008,Petrol,Manual,209585,First,22.7,1639,18,35000.0
Toyota,2011,Petrol,Manual,189163,First,15.4,768,15,55065.07
Maruti,2022,Diesel,Manual,53590,First,18.2,1651,4,267836.2
Mercedes,2015,Petrol,Manual,148589,Second,20.4,1629,11,516792.24
Hyundai,2019,Electric,Automatic,74227,First,18.1,1505,7,265069.38
Tata,2014,Petrol,Automatic,140108,First,10.8,1230,12,60509.27
Hyundai,2016,LPG,Automatic,124950,Second,11.7,1542,10,69743.81
Hyundai,2022,CNG,Manual,62957,First,18.9,1386,4,231585.96
Maruti,2007,Electric,Automatic,221250,First,11.5,1446,19,35000.0
Ford,2012,Petrol,Manual,168246,First,18.5,981,14,37212.82
Ford,2006,Diesel,Automatic,236342,First,15.6,1186,20,35000.0
Maruti,2009,Petrol,Manual,203705,Second,22.0,1228,17,35000.0
Maruti,2021,Diesel,Automatic,61111,First,17.4,1112,5,251785.49
Toyota,2008,Petrol,Manual,215441,First,23.5,1212,18,39507.86
Kia,2016,Electric,Automatic,120917,First,16.9,1410,10,192404.61
Honda,2008,Diesel,Manual,216060,First,22.7,964,18,36179.09
Maruti,2011,CNG,Manual,172316,First,19.5,1396,15,35000.0
Maruti,2014,Diesel,Manual,152384,First,16.5,1036,12,52400.43
Ford,2018,Diesel,Manual,88300,Third,15.6,1423,8,95386.82
Maruti,2013,Petrol,Automatic,148291,Third,24.9,600,13,35000.0
Honda,2015,Petrol,Automatic,144459,Second,16.9,823,11,64100.56
Hyundai,2019,Petrol,Manual,82860,First,16.3,1640,7,172611.95
Toyota,2017,Petrol,Manual,114750,Second,8.2,1264,9,116519.55
Honda,2013,Diesel,Automatic,150684,First,22.9,600,13,84216.88
Toyota,2017,Petrol,Automatic,121223,First,21.8,2067,9,182601.98
Maruti,2016,Petrol,Manual,127876,Second,20.1,1457,10,62663.13
Honda,2009,CNG,Automatic,205918,Third,15.5,1254,17,35000.0
Hyundai,2015,LPG,Manual,142755,First,23.2,2145,11,71362.55
Maruti,2009,Petrol,Manual,208336,Second,22.0,825,17,35000.0
Hyundai,2011,Diesel,Manual,177875,Fourth,16.9,1242,15,35000.0
Hyundai,2012,Petrol,Manual,171653,Second,12.4,1503,14,37091.46
MG,2021,Electric,Manual,54427,First,17.7,1469,5,589541.73
Volkswagen,2005,CNG,Manual,262643,First,14.7,1380,21,35000.0
Ford,2010,Petrol,Manual,192001,First,20.8,1318,16,35000.0
Maruti,2009,Petrol,Automatic,197655,First,14.2,2417,17,35000.0
Hyundai,2023,Electric,Manual,33902,Second,23.0,1744,3,467347.4
Honda,2017,Petrol,Manual,104293,Test Drive,12.8,2009,9,155014.8
Mahindra,2023,Electric,Manual,34798,Second,10.2,1892,3,452730.84
Mercedes,2025,Petrol,Manual,18674,First,16.9,1478,1,3732664.13
Mahindra,2006,Petrol,Automatic,252739,Second,21.6,1014,20,35000.0
Hyundai,2017,Petrol,Automatic,116303,First,14.5,1319,9,123434.19
BMW,2009,Diesel,Manual,209205,First,14.5,1814,17,200771.22
Renault,2015,Diesel,Automatic,136491,First,19.1,1639,11,83171.1
Hyundai,2022,Diesel,Manual,54699,First,12.8,1555,4,295782.46
Maruti,2010,Petrol,Automatic,184840,First,21.0,2217,16,36871.45
Nissan,2018,LPG,Manual,104425,Third,17.4,1699,8,70558.56
Tata,2019,Petrol,Automatic,86740,First,22.2,1517,7,196407.6
Hyundai,2016,Diesel,Manual,123310,First,23.5,1423,10,104539.19
Kia,2017,Petrol,Manual,110628,Second,16.9,1253,9,110495.98
Hyundai,2020,Petrol,Manual,58551,First,22.9,1765,6,227203.54
Chevrolet,2011,Petrol,Manual,183600,Second,26.3,1175,15,35000.0
Kia,2015,Petrol,Manual,144041,First,19.5,1724,11,96932.47
Mahindra,2009,Petrol,Automatic,209731,Fourth,15.0,1152,17,35000.0
BMW,2020,Petrol,Manual,69772,First,16.9,1986,6,1330381.03
Tata,2026,Diesel,Automatic,11351,Third,10.2,1940,0,447210.82
Hyundai,2009,Petrol,Manual,204363,First,21.9,998,17,35000.0
Hyundai,2009,Diesel,Manual,203216,First,14.1,931,17,35000.0
Maruti,2026,Diesel,Manual,1652,Second,17.8,1427,0,430121.32
Toyota,2020,Petrol,Manual,69615,First,29.0,1401,6,303118.29
Hyundai,2021,Petrol,Manual,74850,Second,18.3,1140,5,168493.95
Renault,2008,Petrol,Manual,222271,Fourth,15.7,1594,18,35000.0
Maruti,2018,CNG,Automatic,99184,Fourth,22.3,1338,8,78111.48
Volkswagen,2025,Diesel,Manual,12370,Third,15.0,953,1,444105.17
Hyundai,2005,Petrol,Manual,266347,Second,21.2,1558,21,35000.0
Kia,2016,Diesel,Manual,135372,First,17.7,833,10,116232.84
Kia,2008,Petrol,Manual,217839,Third,16.8,1715,18,35000.0
Hyundai,2006,LPG,Manual,233082,First,22.6,600,20,35000.0
Maruti,2009,Petrol,Manual,189763,Test Drive,19.8,2070,17,35000.0
Honda,2017,Diesel,Manual,105130,First,14.8,1760,9,144888.1
Renault,2008,Petrol,Manual,228175,First,23.2,1378,18,35000.0
Maruti,2015,Diesel,Automatic,125816,Second,18.8,806,11,65255.99
Tata,2021,CNG,Automatic,75439,First,13.4,1391,5,213965.68
BMW,2010,Petrol,Automatic,195338,First,17.3,1063,16,224903.34
Mahindra,2016,Diesel,Manual,126654,Second,9.0,1718,10,97285.71
Skoda,2019,Petrol,Manual,96746,Second,23.1,1640,7,235781.86
Maruti,2006,Petrol,Automatic,236689,Second,17.3,1124,20,35000.0
Renault,2021,Petrol,Manual,72171,Second,21.8,1118,5,163087.2
Jeep,2022,Petrol,Manual,50751,Third,16.3,1376,4,482236.53
Hyundai,2011,Petrol,Manual,176097,First,13.5,1330,15,37761.43
Tata,2014,Petrol,Manual,148297,Second,25.6,995,12,47674.13
Volkswagen,2016,Petrol,Automatic,118389,First,21.4,1519,10,159159.09
Maruti,2020,Petrol,Automatic,68736,First,17.4,1576,6,193780.69
Tata,2014,Petrol,Manual,129069,First,18.4,1276,12,56018.01
Hyundai,2016,Diesel,Manual,111634,Second,14.1,1643,10,96806.4
Honda,2025,Petrol,Automatic,9157,Third,15.7,1319,1,476661.8
Honda,2020,Petrol,Automatic,80935,First,16.3,1337,6,223484.9
Honda,2021,Diesel,Manual,64188,Test Drive,14.4,781,5,265122.75
Mercedes,2016,Electric,Manual,114311,Second,19.8,1185,10,850214.15
Maruti,2009,Petrol,Automatic,208469,First,19.0,785,17,35000.0
Maruti,2010,CNG,Manual,193926,First,19.1,1741,16,35000.0
Honda,2018,Petrol,Manual,94766,First,17.4,1677,8,172301.29
Toyota,2017,CNG,Automatic,115064,First,10.9,921,9,129304.15
Jeep,2024,Diesel,Manual,26464,First,16.9,730,2,992695.99
Audi,2023,LPG,Manual,28169,Second,14.8,757,3,1543388.56
Toyota,2013,Petrol,Manual,163489,First,23.4,600,13,69502.61
Maruti,2005,Petrol,Automatic,245610,First,16.2,1500,21,35000.0
Nissan,2006,Petrol,Manual,243115,First,19.7,1124,20,35000.0
Volvo,2022,Petrol,Manual,56406,First,16.9,1713,4,1495200.24
Maruti,2019,Petrol,Manual,88233,First,18.9,1064,7,114726.13
Maruti,2015,Petrol,Manual,129854,Second,17.7,1543,11,57355.49
Mahindra,2015,Petrol,Manual,136546,First,22.0,1769,11,98766.05
MG,2009,Diesel,Automatic,207658,First,13.2,878,17,47757.56
Skoda,2021,CNG,Manual,71216,Second,24.5,1842,5,260789.91
Audi,2006,Petrol,Manual,225050,Second,15.6,1171,20,98802.21
Toyota,2016,Petrol,Automatic,119909,First,18.4,1691,10,145418.6
Maruti,2023,Petrol,Manual,25379,Second,17.3,1870,3,237309.79
Skoda,2005,Petrol,Automatic,244837,Second,19.8,1264,21,35000.0
Mercedes,2015,Diesel,Manual,135950,First,25.4,1302,11,665257.15
Maruti,2018,Diesel,Manual,102394,Third,17.1,682,8,85056.09
Mahindra,2006,Diesel,Manual,234641,First,17.0,1770,20,35000.0
Hyundai,2005,CNG,Automatic,244929,Third,16.0,883,21,35000.0
Maruti,2012,Diesel,Manual,172491,Second,17.0,1805,14,35000.0
Mahindra,2010,Diesel,Manual,198404,Second,9.2,1322,16,35000.0
Tata,2018,Petrol,Automatic,96659,Test Drive,16.0,841,8,143635.36
Hyundai,2012,Petrol,Manual,177473,First,21.7,1143,14,41011.55
BMW,2017,Diesel,Manual,102238,Third,8.7,2211,9,600967.52
Hyundai,2022,Diesel,Automatic,32066,First,16.9,1657,4,405421.05
Skoda,2007,Petrol,Automatic,218951,Fourth,25.7,1191,19,35000.0
Hyundai,2021,Petrol,Manual,70164,Fourth,11.7,1342,5,107941.45
Mahindra,2021,Diesel,Manual,55676,Third,15.5,734,5,220785.19
Tata,2018,Diesel,Automatic,100766,Third,20.8,1617,8,110931.12
Maruti,2010,Petrol,Manual,187143,Second,20.0,1422,16,35000.0
Hyundai,2018,Diesel,Manual,103673,Second,16.5,1327,8,122139.47
Tata,2015,CNG,Manual,119599,First,22.0,1665,11,79144.25
Hyundai,2013,Diesel,Manual,140821,First,18.7,1756,13,63718.22
Audi,2021,Petrol,Automatic,51846,First,21.7,2245,5,2495157.1
Hyundai,2009,Petrol,Automatic,211665,First,22.0,890,17,35000.0
Toyota,2010,Petrol,Automatic,195432,Third,19.0,1436,16,39619.18
BMW,2019,Petrol,Manual,87644,Second,14.7,1335,7,847749.71
Maruti,2025,Diesel,Manual,500,First,24.9,1168,1,502740.55
Renault,2026,Petrol,Manual,13409,First,20.0,1126,0,465602.44
Honda,2024,Electric,Manual,43111,First,21.1,1001,2,596054.25
Maruti,2006,CNG,Manual,240464,First,18.7,756,20,35000.0
Skoda,2006,Petrol,Manual,246221,First,21.9,614,20,35000.0
Maruti,2009,Diesel,Manual,216499,Second,17.4,1850,17,35000.0
Hyundai,2016,Diesel,Manual,125093,First,14.5,1417,10,92878.07
MG,2018,Diesel,Automatic,101653,First,17.3,796,8,253810.93
Maruti,2021,Petrol,Manual,58680,First,10.0,1620,5,191715.5
Maruti,2023,Petrol,Manual,46278,Third,16.1,1598,3,161577.22
Audi,2012,Diesel,Automatic,163111,First,20.7,1252,14,414756.65
Honda,2015,Petrol,Manual,131798,Third,18.4,1276,11,70683.53
Honda,2009,Petrol,Manual,196793,Fourth,17.0,1845,17,35000.0
Toyota,2009,Diesel,Manual,195853,First,13.9,1891,17,45368.67
Mercedes,2019,Petrol,Automatic,85878,Second,20.6,1204,7,1414672.07
Toyota,2025,Electric,Manual,500,Fourth,19.2,1706,1,550203.22
Maruti,2012,CNG,Manual,170472,Second,20.6,1472,14,35000.0
Ford,2014,Petrol,Manual,141581,First,19.5,1272,12,55586.53
Maruti,2008,CNG,Manual,206416,Third,17.4,1303,18,35000.0
Skoda,2025,Diesel,Manual,23867,First,16.6,1319,1,718787.4
Maruti,2016,Petrol,Automatic,117572,First,22.0,1326,10,84647.52
Honda,2026,Diesel,Automatic,15132,Second,24.0,1161,0,659536.06
Toyota,2013,Diesel,Manual,152090,First,12.4,1627,13,79611.79
Maruti,2023,CNG,Manual,33218,Second,13.6,1110,3,199509.54
Tata,2018,Diesel,Automatic,92692,First,12.3,1766,8,166223.91
Renault,2010,Petrol,Manual,206697,Fourth,12.0,1665,16,35000.0
Hyundai,2016,Petrol,Manual,120489,Third,18.1,1262,10,73968.8
Honda,2026,Diesel,Automatic,3881,Third,20.8,1417,0,571919.48
Hyundai,2012,Petrol,Automatic,163673,First,18.6,1142,14,49256.71
Volkswagen,2018,Diesel,Manual,104235,Second,12.4,1892,8,157792.19
Toyota,2021,CNG,Manual,64972,First,14.0,1261,5,279733.85
Audi,2006,Electric,Manual,233888,First,18.3,1073,20,185315.11
Maruti,2005,Diesel,Automatic,250896,First,15.8,1246,21,35000.0
Mercedes,2022,Diesel,Manual,46255,Second,18.2,1880,4,2255224.3
Nissan,2025,CNG,Automatic,12960,Second,23.1,1648,1,400928.38
Renault,2011,Petrol,Manual,186426,Third,17.0,856,15,35000.0
Volkswagen,2012,Petrol,Automatic,169894,First,14.2,1059,14,55262.38
Maruti,2006,Petrol,Automatic,247793,First,14.8,1468,20,35000.0
Mahindra,2012,Petrol,Automatic,165635,Third,18.6,935,14,47152.61
Hyundai,2018,Petrol,Manual,104240,First,20.4,1160,8,122031.49
Mahindra,2015,Petrol,Manual,132311,First,17.7,896,11,97935.39
